,Country,Year,Total GHG Emissions Including Land-Use Change and Forestry (MtCO_e_),GDP-USD (Million US$ (2005)),Population (People),GHG per Capita,GDP per Capita
862,Mongolia,1994.0,51.47,1514,2280519.0,22.57,663.88
863,Montenegro,1994.0,3.33,1678,615521.0,5.41,2726.15
864,Morocco,1994.0,35.42,40651,26421309.0,1.34,1538.57
865,Mozambique,1994.0,55.36,2928,15453464.0,3.58,189.47
866,Myanmar,1994.0,172.0,7119,44686091.0,3.85,159.31
867,Namibia,1994.0,16.77,4623,1605828.0,10.45,2878.89
868,Nauru,1994.0,0.14,37,10490.0,12.95,3527.17
869,Nepal,1994.0,57.52,5262,20065413.0,2.87,262.24
870,Netherlands,1994.0,224.03,503388,15382838.0,14.56,32724.00
871,New Zealand,1994.0,48.36,77262,3620000.0,13.36,21343.09
872,Nicaragua,1994.0,38.47,4000,4557125.0,8.44,877.75
873,Niger,1994.0,19.9,2374,8851763.0,2.25,268.20
874,Nigeria,1994.0,400.69,58014,105752796.0,3.79,548.58
875,Niue,1994.0,0.05,9.42,2035.0,25.60,4628.99
876,Norway,1994.0,34.86,218465,4336613.0,8.04,50376.87
877,Oman,1994.0,47.35,24015,2109246.0,22.45,11385.59
878,Pakistan,1994.0,201.44,69656,123450933.0,1.63,564.24
879,Palau,1994.0,-0.02,144,16805.0,-1.41,8568.88
880,Panama,1994.0,27.69,9815,2700823.0,10.25,3634.08
881,Papua New Guinea,1994.0,99.85,4573,4595761.0,21.73,995.05
882,Paraguay,1994.0,96.15,7287,4691695.0,20.49,1553.17
883,Peru,1994.0,92.96,49811,23511358.0,3.95,2118.59
884,Philippines,1994.0,99.47,66036,68050807.0,1.46,970.39
885,Poland,1994.0,380.71,188926,38542652.0,9.88,4901.74
886,Portugal,1994.0,64.88,148394,9991525.0,6.49,14851.99
887,Qatar,1994.0,20.3,17280,495106.0,41.00,34901.62
888,Romania,1994.0,167.47,74278,22730211.0,7.37,3267.81
889,Russian Federation,1994.0,2468.71,546325,148336000.0,16.64,3683.02
890,Rwanda,1994.0,13.03,819,5728464.0,2.27,142.97
891,Saint Kitts & Nevis,1994.0,0.13,355,42363.0,3.02,8379.95
892,Saint Lucia,1994.0,0.75,702,145262.0,5.19,4832.65
893,Saint Vincent & Grenadines,1994.0,0.12,351,108129.0,1.07,3246.12
894,Samoa,1994.0,-0.46,283,168786.0,-2.70,1676.68
895,Sao Tome & Principe,1994.0,0.1,84,128135.0,0.82,655.56
896,Saudi Arabia,1994.0,245.24,227352,18197011.0,13.48,12493.92
897,Senegal,1994.0,23.05,5382,8475766.0,2.72,634.99
898,Serbia,1994.0,35.55,18290,7734639.0,4.60,2364.69
899,Seychelles,1994.0,0.25,712,73925.0,3.36,9631.38
900,Sierra Leone,1994.0,9.6,1219,3951544.0,2.43,308.49
901,Singapore,1994.0,42.58,71298,3419000.0,12.45,20853.47
902,Slovakia,1994.0,39.62,38935,5346331.0,7.41,7282.56
903,Slovenia,1994.0,7.77,24710,1989443.0,3.90,12420.56
904,Solomon Islands,1994.0,2.06,417,349250.0,5.91,1193.99
905,South Africa,1994.0,325.05,180536,38283223.0,8.49,4715.80
906,Spain,1994.0,253.51,780293,39294967.0,6.45,19857.33
907,Sri Lanka,1994.0,33.93,14895,17891000.0,1.90,832.54
908,Sudan,1994.0,157.77,13702,23683211.0,6.66,578.55
909,Suriname,1994.0,5.52,1247,429968.0,12.83,2900.22
910,Swaziland,1994.0,2.13,1930,944223.0,2.26,2044.01
911,Sweden,1994.0,76.01,275587,8780745.0,8.66,31385.38
912,Switzerland,1994.0,48.0,336373,6993795.0,6.86,48095.92
913,Syria,1994.0,63.17,19152,13945646.0,4.53,1373.33
914,Tajikistan,1994.0,8.05,1652,5702611.0,1.41,289.69
915,Tanzania,1994.0,146.26,7867,29067333.0,5.03,270.65
916,Thailand,1994.0,221.81,123097,58491145.0,3.79,2104.54
917,Togo,1994.0,11.64,1501,4181481.0,2.78,358.96
918,Tonga,1994.0,0.24,205,95712.0,2.56,2141.84
919,Trinidad & Tobago,1994.0,18.4,8269,1250316.0,14.72,6613.53
920,Tunisia,1994.0,22.16,19590,8785700.0,2.52,2229.76
921,Turkey,1994.0,209.41,293866,57613441.0,3.63,5100.65
922,Turkmenistan,1994.0,56.19,5475,4095512.0,13.72,1336.83
923,Uganda,1994.0,34.12,4361,20081152.0,1.70,217.17
924,Ukraine,1994.0,510.99,74917,51921041.0,9.84,1442.90
925,United Arab Emirates,1994.0,88.77,99578,2232159.0,39.77,44610.62
926,United Kingdom,1994.0,698.94,1745277,57865745.0,12.08,30160.80
927,United States,1994.0,5900.51,9103465,263126000.0,22.42,34597.36
928,Uruguay,1994.0,8.13,15155,3201235.0,2.54,4734.11
929,Uzbekistan,1994.0,193.54,9184,22377000.0,8.65,410.42
930,Vanuatu,1994.0,0.54,314,164209.0,3.31,1912.20
931,Venezuela,1994.0,304.09,118877,21626607.0,14.06,5496.79
932,Vietnam,1994.0,41.65,26936,70824500.0,0.59,380.32
934,Yemen,1994.0,13.79,10031,14396720.0,0.96,696.76
935,Zambia,1994.0,113.82,5018,8625477.0,13.20,581.76
936,Zimbabwe,1994.0,67.69,7524,11428655.0,5.92,658.35
937,Afghanistan,1995.0,14.37,"3,236",17586073.0,0.82,184.01
938,Albania,1995.0,6.44,4939,3187784.0,2.02,1549.35
939,Algeria,1995.0,101.74,67626,29315463.0,3.47,2306.84
940,Angola,1995.0,115.96,12654,12104952.0,9.58,1045.36
941,Antigua & Barbuda,1995.0,0.47,662,68349.0,6.81,9685.58
942,Argentina,1995.0,327.24,177837,34833168.0,9.39,5105.39
943,Armenia,1995.0,7.27,2146,3223173.0,2.25,665.80
944,Australia,1995.0,511.83,480215,18072000.0,28.32,26572.32
945,Austria,1995.0,63.09,248960,7948278.0,7.94,31322.51
946,Azerbaijan,1995.0,60.27,5001,7685000.0,7.84,650.75
947,"Bahamas, The",1995.0,0.65,5711,280050.0,2.34,20392.79
948,Bahrain,1995.0,18.66,10052,563730.0,33.10,17831.23
949,Bangladesh,1995.0,131.23,35894,119869585.0,1.09,299.44
950,Barbados,1995.0,2.71,3115,263165.0,10.32,11836.68
951,Belarus,1995.0,78.34,15494,10194000.0,7.69,1519.91
952,Belgium,1995.0,149.43,307611,10136811.0,14.74,30345.93
953,Belize,1995.0,11.29,642,206962.0,54.53,3102.02
954,Benin,1995.0,20.52,2814,5985658.0,3.43,470.12
955,Bhutan,1995.0,-5.33,411,509105.0,-10.47,807.30
956,Bolivia,1995.0,111.23,6925,7635362.0,14.57,906.96
957,Bosnia & Herzegovina,1995.0,-4.14,2522,3520996.0,-1.17,716.27
958,Botswana,1995.0,24.45,6454,1583453.0,15.44,4075.90
959,Brazil,1995.0,1688.95,696142,161890816.0,10.43,4300.07
960,Brunei,1995.0,15.95,8052,295003.0,54.05,27294.64
961,Bulgaria,1995.0,58.88,21834,8406067.0,7.00,2597.41
962,Burkina Faso,1995.0,25.73,2897,10089876.0,2.55,287.12
963,Burundi,1995.0,7.91,1078,6209923.0,1.27,173.59
964,Cambodia,1995.0,45.21,2830,10769198.0,4.20,262.79
965,Cameroon,1995.0,191.84,11006,13929575.0,13.77,790.12
966,Canada,1995.0,656.55,842770,29354000.0,22.37,28710.57
967,Cape Verde,1995.0,-0.23,416,399477.0,-0.57,1041.36
968,Central African Republic,1995.0,56.03,1153,3275695.0,17.11,351.99
969,Chad,1995.0,34.85,2683,6980351.0,4.99,384.36
970,Chile,1995.0,45.62,82598,14440103.0,3.16,5720.04
971,China,1995.0,4019.32,936568,1204855000.0,3.34,777.33
972,Colombia,1995.0,180.2,115509,36573895.0,4.93,3158.24
973,Comoros,1995.0,0.44,289,465895.0,0.95,620.31
974,"Congo, Dem. Rep.",1995.0,200.44,12119,42012524.0,4.77,288.46
975,"Congo, Rep.",1995.0,15.87,4427,2720633.0,5.83,1627.19
976,Cook Islands,1995.0,0.06,105,19097.0,2.98,5498.25
977,Costa Rica,1995.0,15.87,12846,3478197.0,4.56,3693.29
978,Cote d'Ivoire,1995.0,21.09,14639,14217430.0,1.48,1029.65
979,Croatia,1995.0,10.63,30834,4669000.0,2.28,6603.98
980,Cuba,1995.0,13.42,26732,10932013.0,1.23,2445.30
981,Cyprus,1995.0,6.12,12022,855389.0,7.16,14054.42
982,Czech Republic,1995.0,134.56,102694,10327253.0,13.03,9943.98
983,Denmark,1995.0,74.53,213309,5233373.0,14.24,40759.37
984,Djibouti,1995.0,1.05,626,663999.0,1.58,942.77
985,Dominica,1995.0,0.12,306,71367.0,1.62,4287.70
986,Dominican Republic,1995.0,20.73,20461,7977966.0,2.60,2564.69
987,Ecuador,1995.0,116.18,31032,11315800.0,10.27,2742.36
988,Egypt,1995.0,136.46,58533,61168397.0,2.23,956.92
989,El Salvador,1995.0,10.82,13093,5748013.0,1.88,2277.83
990,Equatorial Guinea,1995.0,6.72,300,441829.0,15.21,679.00
991,Eritrea,1995.0,6.66,833,3407812.0,1.95,244.44
992,Estonia,1995.0,27.51,7176,1436634.0,19.15,4995.01
993,Ethiopia,1995.0,90.89,7270,57023519.0,1.59,127.49
994,European Union (15),1995.0,3613.14,10649462,372859336.0,9.69,28561.61
995,European Union (28),1995.0,4558.67,11246377,479329374.0,9.51,23462.73
996,Fiji,1995.0,1.61,2402,775587.0,2.08,3097.01
997,Finland,1995.0,51.03,140425,5107790.0,9.99,27492.32
998,France,1995.0,475.99,1758875,59540711.0,7.99,29540.71
999,Gabon,1995.0,7.71,7849,1080477.0,7.14,7264.38
1000,"Gambia, The",1995.0,4.12,432,1065746.0,3.87,405.35
1001,Georgia,1995.0,10.58,3391,4734000.0,2.24,716.31
1002,Germany,1995.0,994.46,2527057,81678051.0,12.18,30939.24
1003,Ghana,1995.0,50.85,6794,16760926.0,3.03,405.35
1004,Greece,1995.0,103.72,170894,10634385.0,9.75,16069.95
1005,Grenada,1995.0,1.67,428,100253.0,16.62,4269.20
1006,Guatemala,1995.0,30.79,19312,9983861.0,3.08,1934.32
1007,Guinea,1995.0,22.85,2083,7837173.0,2.92,265.78
1008,Guinea-Bissau,1995.0,2.98,591,1139667.0,2.61,518.57
1009,Guyana,1995.0,7.18,696,728136.0,9.86,955.87
1010,Haiti,1995.0,5.25,2813,7838241.0,0.67,358.88
1011,Honduras,1995.0,52.95,6635,5591935.0,9.47,1186.53
1012,Hungary,1995.0,77.3,78508,10328965.0,7.48,7600.76
1013,Iceland,1995.0,2.72,10714,267468.0,10.16,40057.13
1014,India,1995.0,1440.4,448722,955804355.0,1.51,469.47
1015,Indonesia,1995.0,1227.05,219165,194112556.0,6.32,1129.06
1016,Iran,1995.0,369.8,119979,60468352.0,6.12,1984.16
1017,Iraq,1995.0,132.63,22507,20363138.0,6.51,1105.28
1018,Ireland,1995.0,57.65,104810,3608841.0,15.98,29042.57
1019,Israel,1995.0,59.66,98407,5545000.0,10.76,17746.98
1020,Italy,1995.0,474.41,1602161,56844303.0,8.35,28185.08
1021,Jamaica,1995.0,10.93,6539,2480000.0,4.41,2636.69
1022,Japan,1995.0,1209.94,4132181,125439000.0,9.65,32941.76
1023,Jordan,1995.0,22.1,7894,4195000.0,5.27,1881.76
1024,Kazakhstan,1995.0,228.85,30850,15815626.0,14.47,1950.60
1025,Kenya,1995.0,44.05,14089,27418077.0,1.61,513.86
1026,Kiribati,1995.0,0.04,72,76378.0,0.49,942.68
1027,"Korea, Dem. Rep. (North)",1995.0,117.85,4894,21763678.0,5.42,224.87
1028,"Korea, Rep. (South)",1995.0,402.97,553329,45092991.0,8.94,12270.84
1029,Kuwait,1995.0,121.53,49547,1586123.0,76.62,31237.80
1030,Kyrgyzstan,1995.0,6.86,1555,4560400.0,1.50,340.98
1031,Laos,1995.0,28.45,1498,4871472.0,5.84,307.50
1032,Latvia,1995.0,3.6,8215,2485056.0,1.45,3305.76
1033,Lebanon,1995.0,16.42,16191,3033406.0,5.41,5337.56
1034,Lesotho,1995.0,1.9,1009,1753824.0,1.08,575.31
1035,Liberia,1995.0,15.99,104,2079921.0,7.69,50.00
1036,Libya,1995.0,98.32,25544,4747619.0,20.71,5380.38
1037,Lithuania,1995.0,24.3,14424,3629102.0,6.70,3974.54
1038,Luxembourg,1995.0,8.65,23610,408625.0,21.17,57779.14
1039,"Macedonia, FYR",1995.0,10.71,4784,1967013.0,5.45,2432.11
1040,Madagascar,1995.0,59.48,3731,13452526.0,4.42,277.35
1041,Malawi,1995.0,12.32,2069,9964065.0,1.24,207.65
1042,Malaysia,1995.0,-87.18,90110,20725374.0,-4.21,4347.81
1043,Maldives,1995.0,0.33,399,244965.0,1.34,1628.80
1044,Mali,1995.0,24.15,3031,8988853.0,2.69,337.20
1045,Malta,1995.0,2.64,4456,370433.0,7.14,12029.17
1046,Mauritania,1995.0,9.5,1345,2334388.0,4.07,576.17
1047,Mauritius,1995.0,2.57,4083,1122457.0,2.29,3637.56
1048,Mexico,1995.0,515.61,623097,95392647.0,5.41,6531.92
1049,Moldova,1995.0,16.52,2390,3675099.0,4.49,650.32
1050,Mongolia,1995.0,52.26,1611,2298063.0,22.74,701.03
1051,Montenegro,1995.0,3.54,1790,614669.0,5.76,2912.14
1052,Morocco,1995.0,36.13,38078,26833093.0,1.35,1419.07
1053,Mozambique,1995.0,55.92,3007,15981571.0,3.50,188.15
1054,Myanmar,1995.0,174.98,7764,45329862.0,3.86,171.28
1055,Namibia,1995.0,16.9,4803,1654214.0,10.21,2903.49
1056,Nauru,1995.0,0.13,35,10628.0,12.44,3293.19
1057,Nepal,1995.0,59.28,5445,20587157.0,2.88,264.49
1058,Netherlands,1995.0,225.55,519074,15459006.0,14.59,33577.45
1059,New Zealand,1995.0,49.99,80668,3673400.0,13.61,21960.04
1060,Nicaragua,1995.0,37.94,4237,4659458.0,8.14,909.33
1061,Niger,1995.0,20.46,2436,9167078.0,2.23,265.73
1062,Nigeria,1995.0,403.17,57836,108424827.0,3.72,533.42
1063,Niue,1995.0,0.06,9.78,2165.0,25.45,4517.32
1064,Norway,1995.0,34.18,227610,4359184.0,7.84,52213.90
1065,Oman,1995.0,50.45,25215,2154600.0,23.42,11702.87
1066,Pakistan,1995.0,211.11,73113,126689577.0,1.67,577.10
1067,Palau,1995.0,-0.04,159,17255.0,-2.27,9214.72
1068,Panama,1995.0,28.03,9986,2757004.0,10.17,3622.05
1069,Papua New Guinea,1995.0,100.56,4422,4715929.0,21.32,937.67
1070,Paraguay,1995.0,98.06,7784,4801834.0,20.42,1621.05
1071,Peru,1995.0,97.14,53502,23939261.0,4.06,2234.91
1072,Philippines,1995.0,111.58,69125,69606539.0,1.60,993.08
1073,Poland,1995.0,381.71,202060,38594998.0,9.89,5235.39
1074,Portugal,1995.0,68.57,154749,10026176.0,6.84,15434.50
1075,Qatar,1995.0,21.12,17694,501154.0,42.15,35306.51
1076,Romania,1995.0,169.65,79596,22684270.0,7.48,3508.86
1077,Russian Federation,1995.0,2374.02,523688,148141000.0,16.03,3535.06
1078,Rwanda,1995.0,13.02,1108,5663838.0,2.30,195.63
1079,Saint Kitts & Nevis,1995.0,0.14,368,42888.0,3.15,8580.49
1080,Saint Lucia,1995.0,0.82,725,147040.0,5.58,4930.63
1081,Saint Vincent & Grenadines,1995.0,0.12,354,108122.0,1.14,3274.08
1082,Samoa,1995.0,-0.45,302,170158.0,-2.62,1774.82
1083,Sao Tome & Principe,1995.0,0.11,87,130378.0,0.82,667.29
1084,Saudi Arabia,1995.0,250.01,227809,18567343.0,13.46,12269.34
1085,Senegal,1995.0,23.25,5671,8711528.0,2.67,650.98
1086,Serbia,1995.0,35.65,18246,7625357.0,4.68,2392.81
1087,Seychelles,1995.0,0.25,706,75304.0,3.31,9375.33
1088,Sierra Leone,1995.0,9.52,1122,3927105.0,2.42,285.71
1089,Singapore,1995.0,42.66,76309,3524500.0,12.10,21651.01
1090,Slovakia,1995.0,40.05,41210,5361999.0,7.47,7685.57
1091,Slovenia,1995.0,8.55,24719,1989872.0,4.30,12422.41
1092,Solomon Islands,1995.0,2.08,452,359236.0,5.78,1258.23
1093,South Africa,1995.0,343.23,186132,39120000.0,8.77,4757.98
1094,Spain,1995.0,267.36,801810,39387017.0,6.79,20357.22
1095,Sri Lanka,1995.0,33.95,15714,18136000.0,1.87,866.45
1096,Sudan,1995.0,159.02,14523,24529722.0,6.48,592.06
1097,Suriname,1995.0,5.58,1260,435776.0,12.79,2891.39
1098,Swaziland,1995.0,2.16,2023,963428.0,2.24,2099.79
1099,Sweden,1995.0,75.5,286677,8826939.0,8.55,32477.51
1100,Switzerland,1995.0,48.7,337990,7040687.0,6.92,48005.26
1101,Syria,1995.0,67.14,20253,14338240.0,4.68,1412.52
1102,Tajikistan,1995.0,7.4,1447,5784330.0,1.28,250.16
1103,Tanzania,1995.0,150.15,8147,29944302.0,5.01,272.07
1104,Thailand,1995.0,238.1,134468,58983954.0,4.04,2279.74
1105,Togo,1995.0,11.58,1618,4284497.0,2.70,377.64
1106,Tonga,1995.0,0.25,212,95928.0,2.56,2209.99
1107,Trinidad & Tobago,1995.0,18.47,8596,1255001.0,14.72,6849.40
1108,Tunisia,1995.0,22.49,20051,8957500.0,2.51,2238.46
1109,Turkey,1995.0,228.75,317018,58522320.0,3.91,5417.04
1110,Turkmenistan,1995.0,56.27,5080,4188010.0,13.44,1212.99
1111,Uganda,1995.0,34.73,4863,20740726.0,1.67,234.47
1112,Ukraine,1995.0,480.05,65777,51512299.0,9.32,1276.92
1113,United Arab Emirates,1995.0,93.84,106238,2346305.0,40.00,45278.85
1114,United Kingdom,1995.0,681.28,1789440,58019030.0,11.74,30842.29
1115,United States,1995.0,5957.92,9350765,266278000.0,22.37,35116.55
1116,Uruguay,1995.0,8.29,14936,3224383.0,2.57,4632.20
1117,Uzbekistan,1995.0,185.36,9101,22785000.0,8.13,399.43
1118,Vanuatu,1995.0,0.55,317,168236.0,3.25,1884.26
1119,Venezuela,1995.0,313.91,123574,22092144.0,14.21,5593.57
1120,Vietnam,1995.0,48.07,29506,71995500.0,0.67,409.83
1122,Yemen,1995.0,15.31,10600,15018201.0,1.02,705.81
1123,Zambia,1995.0,113.09,5164,8841338.0,12.79,584.07
1124,Zimbabwe,1995.0,67.26,7536,11639364.0,5.78,647.46
1125,Afghanistan,1996.0,15.35,"3,124",18415307.0,0.83,169.64
1126,Albania,1996.0,6.12,5388,3168033.0,1.93,1700.74
1127,Algeria,1996.0,102.31,70399,29845208.0,3.43,2358.80
1128,Angola,1996.0,120.38,14071,12451945.0,9.67,1130.02
1129,Antigua & Barbuda,1996.0,0.48,707,70245.0,6.88,10064.77
1130,Argentina,1996.0,336.17,187666,35264070.0,9.53,5321.73
1131,Armenia,1996.0,6.19,2272,3173425.0,1.95,715.95
1132,Australia,1996.0,512.94,499171,18311000.0,28.01,27260.72
1133,Austria,1996.0,66.65,254931,7959017.0,8.37,32030.46
1134,Azerbaijan,1996.0,55.59,5066,7763000.0,7.16,652.58
1135,"Bahamas, The",1996.0,0.65,5953,283678.0,2.30,20985.06
1136,Bahrain,1996.0,19.27,10465,579697.0,33.24,18052.53
1137,Bangladesh,1996.0,132.17,37553,122400896.0,1.08,306.80
1138,Barbados,1996.0,2.75,3172,263884.0,10.42,12020.43
1139,Belarus,1996.0,79.03,15928,10160000.0,7.78,1567.72
1140,Belgium,1996.0,157.34,312383,10156637.0,15.49,30756.54
1141,Belize,1996.0,11.39,651,212375.0,53.62,3065.33
1142,Benin,1996.0,21.28,2936,6176318.0,3.45,475.36
1143,Bhutan,1996.0,-5.31,434,512594.0,-10.37,846.67
1144,Bolivia,1996.0,110.41,7227,7806953.0,14.14,925.71
1145,Bosnia & Herzegovina,1996.0,-3.11,4766,3485575.0,-0.89,1367.35
1146,Botswana,1996.0,27.56,6831,1620989.0,17.00,4214.09
1147,Brazil,1996.0,1698.06,711109,164392423.0,10.33,4325.68
1148,Brunei,1996.0,16.58,8284,302511.0,54.79,27384.13
1149,Bulgaria,1996.0,59.28,22183,8362826.0,7.09,2652.57
1150,Burkina Faso,1996.0,26.24,3216,10372562.0,2.53,310.05
1151,Burundi,1996.0,7.93,992,6294482.0,1.26,157.60
1152,Cambodia,1996.0,44.56,2983,11090611.0,4.02,268.97
1153,Cameroon,1996.0,191.11,11546,14316949.0,13.35,806.46
1154,Canada,1996.0,665.42,856925,29671900.0,22.43,28880.02
1155,Cape Verde,1996.0,-0.26,463,408790.0,-0.63,1132.61
1156,Central African Republic,1996.0,56.7,1107,3350299.0,16.92,330.42
1157,Chad,1996.0,35.32,2742,7216321.0,4.89,379.97
1158,Chile,1996.0,52.21,88721,14662323.0,3.56,6050.95
1159,China,1996.0,4116.75,1030305,1217550000.0,3.38,846.21
1160,Colombia,1996.0,182.0,117884,37236124.0,4.89,3165.85
1161,Comoros,1996.0,0.44,285,477548.0,0.92,596.80
1162,"Congo, Dem. Rep.",1996.0,200.73,11995,43122601.0,4.65,278.16
1163,"Congo, Rep.",1996.0,15.82,4617,2797572.0,5.66,1650.36
1164,Cook Islands,1996.0,0.06,108,19946.0,2.94,5414.62
1165,Costa Rica,1996.0,15.7,12960,3566605.0,4.40,3633.71
1166,Cote d'Ivoire,1996.0,20.3,15771,14632391.0,1.39,1077.81
1167,Croatia,1996.0,10.4,32645,4494000.0,2.31,7264.13
1168,Cuba,1996.0,15.49,28827,10980758.0,1.41,2625.23
1169,Cyprus,1996.0,6.44,12245,873246.0,7.37,14022.39
1170,Czech Republic,1996.0,136.58,107092,10315241.0,13.24,10381.92
1171,Denmark,1996.0,87.82,219495,5263074.0,16.69,41704.71
1172,Djibouti,1996.0,1.09,600,675891.0,1.61,887.72
1173,Dominica,1996.0,0.13,314,71146.0,1.89,4413.46
1174,Dominican Republic,1996.0,21.78,21920,8118570.0,2.68,2699.98
1175,Ecuador,1996.0,120.61,31569,11557151.0,10.44,2731.56
1176,Egypt,1996.0,143.39,61453,62123592.0,2.31,989.21
1177,El Salvador,1996.0,10.76,13316,5806750.0,1.85,2293.19
1178,Equatorial Guinea,1996.0,8.42,499,456389.0,18.45,1093.37
1179,Eritrea,1996.0,7.0,910,3473399.0,2.01,261.99
1180,Estonia,1996.0,28.42,7599,1415594.0,20.07,5368.06
1181,Ethiopia,1996.0,93.77,8174,58815116.0,1.59,138.98
1182,European Union (15),1996.0,3686.5,10846010,373871918.0,9.86,29009.96
1183,European Union (28),1996.0,4656.98,11469022,480186948.0,9.70,23884.49
1184,Fiji,1996.0,1.64,2517,784647.0,2.08,3207.81
1185,Finland,1996.0,56.82,145563,5124573.0,11.09,28404.90
1186,France,1996.0,490.13,1783288,59752020.0,8.20,29844.82
1187,Gabon,1996.0,7.53,8133,1108698.0,6.79,7335.63
1188,"Gambia, The",1996.0,4.23,441,1095930.0,3.86,402.40
1189,Georgia,1996.0,9.24,3771,4616100.0,2.00,816.92
1190,Germany,1996.0,1014.43,2546803,81914831.0,12.38,31090.87
1191,Ghana,1996.0,51.24,7107,17169151.0,2.98,413.94
1192,Greece,1996.0,104.1,175944,10709173.0,9.72,16429.28
1193,Grenada,1996.0,1.68,446,100796.0,16.69,4424.78
1194,Guatemala,1996.0,30.7,19883,10214623.0,3.01,1946.52
1195,Guinea,1996.0,22.94,2176,8094751.0,2.83,268.82
1196,Guinea-Bissau,1996.0,2.94,660,1165465.0,2.52,566.30
1197,Guyana,1996.0,7.19,751,730865.0,9.84,1027.55
1198,Haiti,1996.0,5.48,2908,7986858.0,0.69,364.10
1199,Honduras,1996.0,52.96,6874,5723639.0,9.25,1200.98
1200,Hungary,1996.0,78.9,78535,10311238.0,7.65,7616.45
1201,Iceland,1996.0,3.03,11226,268916.0,11.25,41745.38
1202,India,1996.0,1500.14,482598,973147577.0,1.54,495.91
1203,Indonesia,1996.0,1249.8,235915,197097887.0,6.34,1196.94
1204,Iran,1996.0,382.51,128499,61440887.0,6.23,2091.42
1205,Iraq,1996.0,145.72,24987,21017108.0,6.93,1188.89
1206,Ireland,1996.0,58.93,114332,3637510.0,16.20,31431.39
1207,Israel,1996.0,62.19,104108,5692000.0,10.93,18290.23
1208,Italy,1996.0,473.17,1622779,56860281.0,8.32,28539.76
1209,Jamaica,1996.0,11.29,7365,2509923.0,4.50,2934.35
1210,Japan,1996.0,1225.89,4240033,125757000.0,9.75,33716.08
1211,Jordan,1996.0,21.66,8059,4325000.0,5.01,1863.35
1212,Kazakhstan,1996.0,201.87,31004,15577894.0,12.96,1990.26
1213,Kenya,1996.0,43.33,14673,28186224.0,1.54,520.57
1214,Kiribati,1996.0,0.05,76,77511.0,0.68,980.51
1215,"Korea, Dem. Rep. (North)",1996.0,108.12,10588,22016518.0,4.91,480.91
1216,"Korea, Rep. (South)",1996.0,432.3,593091,45524681.0,9.50,13027.90
1217,Kuwait,1996.0,121.36,49847,1585244.0,76.55,31444.37
1218,Kyrgyzstan,1996.0,7.78,1665,4628400.0,1.68,359.74
1219,Laos,1996.0,28.67,1602,4986592.0,5.75,321.26
1220,Latvia,1996.0,3.64,8526,2457222.0,1.48,3469.77
1221,Lebanon,1996.0,17.17,17023,3070984.0,5.59,5543.17
1222,Lesotho,1996.0,1.83,1062,1779197.0,1.03,596.90
1223,Liberia,1996.0,16.02,117,2197801.0,7.29,53.24
1224,Libya,1996.0,100.73,27885,4837354.0,20.82,5764.52
1225,Lithuania,1996.0,25.23,15172,3601613.0,7.00,4212.56
1226,Luxembourg,1996.0,8.72,23968,414225.0,21.05,57862.27
1227,"Macedonia, FYR",1996.0,12.27,4841,1975207.0,6.21,2450.88
1228,Madagascar,1996.0,59.99,3811,13882646.0,4.32,274.52
1229,Malawi,1996.0,12.56,2220,10153315.0,1.24,218.65
1230,Malaysia,1996.0,-75.12,99124,21259831.0,-3.53,4662.50
1231,Maldives,1996.0,0.35,450,250659.0,1.40,1795.27
1232,Mali,1996.0,23.58,3129,9222157.0,2.56,339.29
1233,Malta,1996.0,2.61,4624,372687.0,6.99,12407.19
1234,Mauritania,1996.0,9.86,1423,2403805.0,4.10,591.98
1235,Mauritius,1996.0,2.74,4311,1133996.0,2.41,3801.60
1236,Mexico,1996.0,537.13,659703,97201533.0,5.53,6786.96
1237,Moldova,1996.0,14.51,2266,3667748.0,3.96,617.82
1238,Mongolia,1996.0,51.08,1647,2316598.0,22.05,710.96
1239,Montenegro,1996.0,3.6,1890,613774.0,5.87,3079.31
1240,Morocco,1996.0,36.87,43203,27237150.0,1.35,1586.18
1241,Mozambique,1996.0,56.77,3230,16463426.0,3.45,196.19
1242,Myanmar,1996.0,175.29,8415,45991828.0,3.81,182.97
1243,Namibia,1996.0,16.77,4956,1705309.0,9.83,2906.22
1244,Nauru,1996.0,0.12,34,10782.0,11.58,3153.40
1245,Nepal,1996.0,60.51,5735,21115271.0,2.87,271.60
1246,Netherlands,1996.0,231.25,534920,15530498.0,14.89,34443.20
1247,New Zealand,1996.0,50.68,83473,3732000.0,13.58,22366.83
1248,Nicaragua,1996.0,37.98,4506,4756631.0,7.99,947.31
1249,Niger,1996.0,21.13,2519,9499605.0,2.22,265.17
1250,Nigeria,1996.0,413.54,60724,111166210.0,3.72,546.25
1251,Niue,1996.0,0.06,9.87,2104.0,26.62,4691.06
1252,Norway,1996.0,34.9,239218,4381336.0,7.97,54599.33
1253,Oman,1996.0,51.9,25983,2175998.0,23.85,11940.73
1254,Pakistan,1996.0,220.99,76657,130083700.0,1.70,589.29
1255,Palau,1996.0,0.03,176,17695.0,1.85,9946.31
1256,Panama,1996.0,28.21,10267,2814525.0,10.02,3647.86
1257,Papua New Guinea,1996.0,98.32,4764,4841020.0,20.31,984.09
1258,Paraguay,1996.0,97.85,7906,4911701.0,19.92,1609.63
1259,Peru,1996.0,100.24,55000,24365985.0,4.11,2257.25
