,Country,Year,Total GHG Emissions Including Land-Use Change and Forestry (MtCO_e_),GDP-USD (Million US$ (2005)),Population (People),GHG per Capita,GDP per Capita
1260,Philippines,1996.0,120.11,73166,71184718.0,1.69,1027.83
1261,Poland,1996.0,396.28,214666,38624370.0,10.26,5557.79
1262,Portugal,1996.0,67.12,160160,10063945.0,6.67,15914.24
1263,Qatar,1996.0,22.25,18468,512476.0,43.41,36036.81
1264,Romania,1996.0,172.77,82787,22619004.0,7.64,3660.06
1265,Russian Federation,1996.0,2340.5,504835,148160126.0,15.80,3407.36
1266,Rwanda,1996.0,13.25,1249,5929575.0,2.23,210.64
1267,Saint Kitts & Nevis,1996.0,0.14,392,43391.0,3.33,9034.13
1268,Saint Lucia,1996.0,0.86,764,148962.0,5.75,5128.82
1269,Saint Vincent & Grenadines,1996.0,0.13,359,108078.0,1.17,3321.68
1270,Samoa,1996.0,-0.45,324,171276.0,-2.60,1891.68
1271,Sao Tome & Principe,1996.0,0.11,89,132323.0,0.81,672.60
1272,Saudi Arabia,1996.0,263.51,235518,18848350.0,13.98,12495.42
1273,Senegal,1996.0,23.42,5785,8940298.0,2.62,647.07
1274,Serbia,1996.0,36.76,18689,7617794.0,4.83,2453.33
1275,Seychelles,1996.0,0.26,741,76417.0,3.36,9696.80
1276,Sierra Leone,1996.0,9.42,1141,3919708.0,2.40,291.09
1277,Singapore,1996.0,44.23,82057,3670700.0,12.05,22354.59
1278,Slovakia,1996.0,40.65,43994,5373361.0,7.56,8187.43
1279,Slovenia,1996.0,9.3,25589,1988628.0,4.68,12867.67
1280,Solomon Islands,1996.0,2.08,459,369439.0,5.64,1242.42
1281,South Africa,1996.0,355.53,194136,40000247.0,8.89,4853.37
1282,Spain,1996.0,259.34,823256,39478186.0,6.57,20853.44
1283,Sri Lanka,1996.0,36.08,16311,18336000.0,1.97,889.56
1284,Sudan,1996.0,160.04,15383,25263021.0,6.33,608.91
1285,Suriname,1996.0,5.54,1277,441734.0,12.53,2890.88
1286,Swaziland,1996.0,2.1,2101,984506.0,2.13,2134.07
1287,Sweden,1996.0,81.07,291029,8840998.0,9.17,32918.12
1288,Switzerland,1996.0,49.4,340022,7071850.0,6.99,48081.05
1289,Syria,1996.0,69.79,21144,14746306.0,4.73,1433.85
1290,Tajikistan,1996.0,6.85,1205,5862347.0,1.17,205.55
1291,Tanzania,1996.0,150.18,8518,30780453.0,4.88,276.73
1292,Thailand,1996.0,259.83,142404,59562136.0,4.36,2390.85
1293,Togo,1996.0,12.15,1761,4392177.0,2.77,400.94
1294,Tonga,1996.0,0.23,212,96218.0,2.38,2203.33
1295,Trinidad & Tobago,1996.0,20.04,8935,1258365.0,15.92,7100.48
1296,Tunisia,1996.0,23.66,21484,9089300.0,2.60,2363.66
1297,Turkey,1996.0,247.36,340413,59442502.0,4.16,5726.76
1298,Turkmenistan,1996.0,53.61,5421,4267690.0,12.56,1270.24
1299,Uganda,1996.0,34.77,5304,21407693.0,1.62,247.76
1300,Ukraine,1996.0,419.1,59199,51057189.0,8.21,1159.46
1301,United Arab Emirates,1996.0,102.44,112398,2470810.0,41.46,45490.35
1302,United Kingdom,1996.0,695.69,1837161,58166950.0,11.96,31584.28
1303,United States,1996.0,6121.12,9705953,269394000.0,22.72,36028.84
1304,Uruguay,1996.0,9.65,15769,3247585.0,2.97,4855.61
1305,Uzbekistan,1996.0,186.92,9256,23225000.0,8.05,398.54
1306,Vanuatu,1996.0,0.57,325,171802.0,3.31,1891.71
1307,Venezuela,1996.0,327.59,123330,22556838.0,14.52,5467.52
1308,Vietnam,1996.0,56.49,32261,73156700.0,0.77,440.98
1310,Yemen,1996.0,15.69,11091,15578640.0,1.01,711.94
1311,Zambia,1996.0,115.97,5485,9073311.0,12.78,604.52
1312,Zimbabwe,1996.0,68.59,8317,11846110.0,5.79,702.09
1313,Afghanistan,1997.0,16.31,"3,016",19021226.0,0.86,158.56
1314,Albania,1997.0,5.46,4839,3148281.0,1.73,1537.03
1315,Algeria,1997.0,106.42,71173,30345466.0,3.51,2345.42
1316,Angola,1997.0,119.05,15183,12791388.0,9.31,1186.97
1317,Antigua & Barbuda,1997.0,0.52,741,72232.0,7.15,10258.61
1318,Argentina,1997.0,341.03,202887,35690778.0,9.56,5684.58
1319,Armenia,1997.0,6.8,2347,3137652.0,2.17,748.01
1320,Australia,1997.0,522.05,518856,18517000.0,28.19,28020.52
1321,Austria,1997.0,65.63,260552,7968041.0,8.24,32699.63
1322,Azerbaijan,1997.0,55.24,5360,7838250.0,7.05,683.83
1323,"Bahamas, The",1997.0,0.35,6075,286845.0,1.21,21178.69
1324,Bahrain,1997.0,19.77,10789,597400.0,33.09,18059.93
1325,Bangladesh,1997.0,134.26,39576,124945315.0,1.07,316.75
1326,Barbados,1997.0,2.8,3375,264606.0,10.60,12754.81
1327,Belarus,1997.0,77.92,17743,10117000.0,7.70,1753.78
1328,Belgium,1997.0,152.13,324076,10181245.0,14.94,31830.68
1329,Belize,1997.0,11.59,674,218484.0,53.04,3084.89
1330,Benin,1997.0,21.51,3104,6361301.0,3.38,487.95
1331,Bhutan,1997.0,-5.24,458,521146.0,-10.05,878.83
1332,Bolivia,1997.0,111.29,7585,7978521.0,13.95,950.68
1333,Bosnia & Herzegovina,1997.0,1.8,6405,3535998.0,0.51,1811.37
1334,Botswana,1997.0,28.75,7379,1657349.0,17.35,4452.29
1335,Brazil,1997.0,1731.28,735108,166925457.0,10.37,4403.81
1336,Brunei,1997.0,17.32,8162,309904.0,55.90,26337.19
1337,Bulgaria,1997.0,55.82,21941,8312068.0,6.72,2639.66
1338,Burkina Faso,1997.0,26.95,3419,10664982.0,2.53,320.58
1339,Burundi,1997.0,7.98,976,6369573.0,1.25,153.23
1340,Cambodia,1997.0,45.65,3150,11395958.0,4.01,276.41
1341,Cameroon,1997.0,191.74,12160,14709426.0,13.04,826.68
1342,Canada,1997.0,670.46,893373,29987200.0,22.36,29791.81
1343,Cape Verde,1997.0,-0.22,515,417562.0,-0.53,1233.35
1344,Central African Republic,1997.0,59.91,1166,3424733.0,17.49,340.46
1345,Chad,1997.0,36.73,2897,7463347.0,4.92,388.16
1346,Chile,1997.0,59.48,94582,14872458.0,4.00,6359.54
1347,China,1997.0,4083.44,1126093,1230075000.0,3.32,915.47
1348,Colombia,1997.0,185.85,121927,37901358.0,4.90,3216.96
1349,Comoros,1997.0,0.44,297,489627.0,0.91,606.58
1350,"Congo, Dem. Rep.",1997.0,206.32,11322,44078397.0,4.68,256.86
1351,"Congo, Rep.",1997.0,16.4,4588,2878333.0,5.70,1593.98
1352,Cook Islands,1997.0,0.08,110,19645.0,3.97,5599.39
1353,Costa Rica,1997.0,15.77,13683,3658020.0,4.31,3740.55
1354,Cote d'Ivoire,1997.0,20.46,16673,15042149.0,1.36,1108.42
1355,Croatia,1997.0,12.51,34815,4572000.0,2.74,7614.83
1356,Cuba,1997.0,17.66,29630,11024249.0,1.60,2687.71
1357,Cyprus,1997.0,6.51,12532,890733.0,7.30,14069.31
1358,Czech Republic,1997.0,133.53,106370,10304131.0,12.96,10323.04
1359,Denmark,1997.0,78.4,226653,5284991.0,14.83,42886.17
1360,Djibouti,1997.0,1.06,596,687897.0,1.54,866.41
1361,Dominica,1997.0,0.14,318,70756.0,2.03,4494.32
1362,Dominican Republic,1997.0,23.58,23675,8256496.0,2.86,2867.44
1363,Ecuador,1997.0,121.41,32936,11799289.0,10.29,2791.35
1364,Egypt,1997.0,152.63,64828,63094069.0,2.42,1027.48
1365,El Salvador,1997.0,11.57,13881,5855226.0,1.98,2370.70
1366,Equatorial Guinea,1997.0,9.85,1247,471288.0,20.91,2645.94
1367,Eritrea,1997.0,7.29,982,3560353.0,2.05,275.82
1368,Estonia,1997.0,28.08,8491,1399535.0,20.06,6067.02
1369,Ethiopia,1997.0,97.17,8430,60584273.0,1.60,139.15
1370,European Union (15),1997.0,3616.87,11133461,374798228.0,9.65,29705.21
1371,European Union (28),1997.0,4560.7,11775554,480951290.0,9.48,24483.88
1372,Fiji,1997.0,1.49,2462,793098.0,1.87,3104.28
1373,Finland,1997.0,54.22,154663,5139835.0,10.55,30091.04
1374,France,1997.0,481.12,1824970,59963792.0,8.02,30434.53
1375,Gabon,1997.0,7.38,8600,1137412.0,6.48,7561.02
1376,"Gambia, The",1997.0,4.33,463,1126986.0,3.84,410.83
1377,Georgia,1997.0,8.79,4167,4531600.0,1.94,919.54
1378,Germany,1997.0,978.53,2593279,82034771.0,11.93,31611.95
1379,Ghana,1997.0,52.09,7405,17568461.0,2.97,421.49
1380,Greece,1997.0,105.23,183796,10776504.0,9.76,17055.25
1381,Grenada,1997.0,1.71,466,101125.0,16.90,4608.16
1382,Guatemala,1997.0,31.08,20751,10449636.0,2.97,1985.81
1383,Guinea,1997.0,23.21,2289,8296478.0,2.80,275.90
1384,Guinea-Bissau,1997.0,2.93,703,1191672.0,2.46,589.93
1385,Guyana,1997.0,7.31,798,734059.0,9.96,1087.11
1386,Haiti,1997.0,5.98,3398,8136372.0,0.73,417.63
1387,Honduras,1997.0,53.67,7217,5852719.0,9.17,1233.10
1388,Hungary,1997.0,77.41,81183,10290486.0,7.52,7889.13
1389,Iceland,1997.0,2.95,11778,271128.0,10.89,43440.74
1390,India,1997.0,1558.45,502142,990460131.0,1.57,506.98
1391,Indonesia,1997.0,1433.5,247003,200050444.0,7.17,1234.70
1392,Iran,1997.0,399.78,132848,62542531.0,6.39,2124.12
1393,Iraq,1997.0,176.41,30294,21693597.0,8.13,1396.45
1394,Ireland,1997.0,60.55,126654,3674171.0,16.48,34471.45
1395,Israel,1997.0,64.82,108140,5836000.0,11.11,18529.81
1396,Italy,1997.0,477.53,1652571,56890372.0,8.39,29048.34
1397,Jamaica,1997.0,11.48,8375,2534069.0,4.53,3304.96
1398,Japan,1997.0,1221.11,4307689,126057000.0,9.69,34172.55
1399,Jordan,1997.0,21.25,8324,4444000.0,4.78,1873.09
1400,Kazakhstan,1997.0,174.83,31531,15333703.0,11.40,2056.32
1401,Kenya,1997.0,43.19,14743,28943647.0,1.49,509.37
1402,Kiribati,1997.0,0.05,80,78725.0,0.58,1016.20
1403,"Korea, Dem. Rep. (North)",1997.0,101.42,10323,22240833.0,4.56,464.15
1404,"Korea, Rep. (South)",1997.0,460.02,627293,45953580.0,10.01,13650.58
1405,Kuwait,1997.0,123.03,51080,1635999.0,75.20,31222.51
1406,Kyrgyzstan,1997.0,7.53,1831,4696400.0,1.60,389.87
1407,Laos,1997.0,28.52,1712,5096724.0,5.60,335.90
1408,Latvia,1997.0,3.01,9233,2432851.0,1.24,3795.14
1409,Lebanon,1997.0,18.77,16633,3092718.0,6.07,5378.12
1410,Lesotho,1997.0,1.79,1105,1801679.0,1.00,613.32
1411,Liberia,1997.0,16.07,241,2365290.0,6.79,101.89
1412,Libya,1997.0,100.54,30699,4924347.0,20.42,6234.13
1413,Lithuania,1997.0,25.02,16305,3575137.0,7.00,4560.66
1414,Luxembourg,1997.0,8.88,25391,419450.0,21.17,60534.03
1415,"Macedonia, FYR",1997.0,11.16,4911,1991687.0,5.60,2465.75
1416,Madagascar,1997.0,59.66,3952,14329239.0,4.16,275.80
1417,Malawi,1997.0,12.3,2304,10404259.0,1.18,221.45
1418,Malaysia,1997.0,-62.99,106382,21805835.0,-2.89,4878.60
1419,Maldives,1997.0,0.42,508,256347.0,1.65,1981.69
1420,Mali,1997.0,24.25,3341,9462256.0,2.56,353.09
1421,Malta,1997.0,2.76,4867,375236.0,7.36,12970.50
1422,Mauritania,1997.0,10.08,1366,2475726.0,4.07,551.76
1423,Mauritius,1997.0,2.82,4556,1148284.0,2.46,3967.66
1424,Mexico,1997.0,559.34,705637,98968558.0,5.65,7129.91
1425,Moldova,1997.0,13.22,2302,3654208.0,3.62,629.96
1426,Mongolia,1997.0,55.99,1711,2335723.0,23.97,732.54
1427,Montenegro,1997.0,3.61,2005,612812.0,5.89,3271.80
1428,Morocco,1997.0,38.6,42334,27632321.0,1.40,1532.05
1429,Mozambique,1997.0,54.8,3560,16914628.0,3.24,210.47
1430,Myanmar,1997.0,173.84,9043,46664455.0,3.73,193.79
1431,Namibia,1997.0,16.62,5165,1757969.0,9.46,2938.05
1432,Nauru,1997.0,0.13,31,10493.0,11.91,2954.35
1433,Nepal,1997.0,61.73,6024,21647305.0,2.85,278.28
1434,Netherlands,1997.0,223.9,556447,15610650.0,14.34,35645.34
1435,New Zealand,1997.0,53.22,86193,3781300.0,14.07,22794.54
1436,Nicaragua,1997.0,38.75,4684,4849272.0,7.99,965.92
1437,Niger,1997.0,21.53,2589,9849621.0,2.19,262.85
1438,Nigeria,1997.0,412.57,62425,113979481.0,3.62,547.69
1439,Niue,1997.0,0.06,9.86,2065.0,27.55,4774.82
1440,Norway,1997.0,36.55,252118,4405157.0,8.30,57232.47
1441,Oman,1997.0,54.51,27551,2177723.0,25.03,12651.29
1442,Pakistan,1997.0,227.25,77434,133597492.0,1.70,579.61
1443,Palau,1997.0,-0.06,180,18123.0,-3.52,9932.13
1444,Panama,1997.0,28.31,10931,2873288.0,9.85,3804.35
1445,Papua New Guinea,1997.0,123.36,4578,4970823.0,24.82,920.97
1446,Paraguay,1997.0,99.02,8242,5021271.0,19.72,1641.42
1447,Peru,1997.0,101.53,58562,24789855.0,4.10,2362.34
1448,Philippines,1997.0,128.9,76960,72780928.0,1.77,1057.42
1449,Poland,1997.0,386.45,229878,38649660.0,10.00,5947.74
1450,Portugal,1997.0,69.51,167249,10108977.0,6.88,16544.60
1451,Qatar,1997.0,24.1,24011,529491.0,45.52,45347.32
1452,Romania,1997.0,162.0,77735,22553978.0,7.18,3446.62
1453,Russian Federation,1997.0,2182.48,511903,147915373.0,14.75,3460.78
1454,Rwanda,1997.0,13.64,1422,6470628.0,2.11,219.76
1455,Saint Kitts & Nevis,1997.0,0.15,419,43885.0,3.35,9547.68
1456,Saint Lucia,1997.0,0.85,767,150994.0,5.61,5079.67
1457,Saint Vincent & Grenadines,1997.0,0.13,407,108001.0,1.17,3768.48
1458,Samoa,1997.0,-0.44,326,172191.0,-2.58,1893.25
1459,Sao Tome & Principe,1997.0,0.11,93,134029.0,0.80,693.88
1460,Saudi Arabia,1997.0,246.34,241624,19060850.0,12.92,12676.45
1461,Senegal,1997.0,23.96,5966,9164050.0,2.61,651.02
1462,Serbia,1997.0,37.92,20031,7596501.0,4.99,2636.87
1463,Seychelles,1997.0,0.47,830,77319.0,6.08,10734.75
1464,Sierra Leone,1997.0,9.43,1074,3928313.0,2.40,273.40
1465,Singapore,1997.0,45.35,88860,3796000.0,11.95,23408.85
1466,Slovakia,1997.0,40.93,46661,5383291.0,7.60,8667.75
1467,Slovenia,1997.0,9.79,26897,1985956.0,4.93,13543.60
1468,Solomon Islands,1997.0,2.09,452,379861.0,5.50,1189.91
1469,South Africa,1997.0,371.35,199184,40926063.0,9.07,4866.92
1470,Spain,1997.0,280.33,853631,39582413.0,7.08,21565.92
1471,Sri Lanka,1997.0,36.28,17356,18568000.0,1.95,934.73
1472,Sudan,1997.0,171.45,17009,25903704.0,6.62,656.62
1473,Suriname,1997.0,5.52,1350,447771.0,12.32,3014.93
1474,Swaziland,1997.0,2.97,2166,1006760.0,2.95,2151.46
1475,Sweden,1997.0,74.91,299470,8846062.0,8.47,33853.48
1476,Switzerland,1997.0,47.78,347883,7088906.0,6.74,49074.29
1477,Syria,1997.0,71.46,21525,15168523.0,4.71,1419.06
1478,Tajikistan,1997.0,7.03,1226,5937177.0,1.18,206.50
1479,Tanzania,1997.0,148.21,8818,31586039.0,4.69,279.17
1480,Thailand,1997.0,265.85,140451,60206941.0,4.42,2332.80
1481,Togo,1997.0,12.23,2014,4504291.0,2.72,447.13
1482,Tonga,1997.0,0.25,212,96574.0,2.61,2195.21
1483,Trinidad & Tobago,1997.0,20.57,9177,1260677.0,16.32,7279.42
1484,Tunisia,1997.0,24.18,22653,9214900.0,2.62,2458.30
1485,Turkey,1997.0,257.3,366208,60372413.0,4.26,6065.82
1486,Turkmenistan,1997.0,54.57,4803,4335991.0,12.59,1107.71
1487,Uganda,1997.0,35.82,5575,22084527.0,1.62,252.44
1488,Ukraine,1997.0,397.03,57423,50594105.0,7.85,1134.97
1489,United Arab Emirates,1997.0,103.89,121604,2608993.0,39.82,46609.55
1490,United Kingdom,1997.0,667.01,1884057,58316954.0,11.44,32307.19
1491,United States,1997.0,6291.25,10140519,272657000.0,23.07,37191.49
1492,Uruguay,1997.0,9.38,17117,3270549.0,2.87,5233.68
1493,Uzbekistan,1997.0,193.79,9737,23667000.0,8.19,411.42
1494,Vanuatu,1997.0,0.58,341,175004.0,3.29,1948.53
1495,Venezuela,1997.0,334.59,131187,23020184.0,14.53,5698.78
1496,Vietnam,1997.0,64.39,34891,74306900.0,0.87,469.55
1498,Yemen,1997.0,16.79,11672,16088019.0,1.04,725.51
1499,Zambia,1997.0,112.04,5694,9320089.0,12.02,610.94
1500,Zimbabwe,1997.0,67.65,8540,12045813.0,5.62,708.96
1501,Afghanistan,1998.0,17.15,"2,912",19496836.0,0.88,149.36
1502,Albania,1998.0,5.61,5453,3128530.0,1.79,1742.99
1503,Algeria,1998.0,111.05,74803,30820435.0,3.60,2427.06
1504,Angola,1998.0,127.81,16216,13137542.0,9.73,1234.33
1505,Antigua & Barbuda,1998.0,0.53,774,74206.0,7.15,10430.42
1506,Argentina,1998.0,343.67,210699,36109342.0,9.52,5835.03
1507,Armenia,1998.0,6.75,2518,3112958.0,2.17,808.88
1508,Australia,1998.0,547.0,541845,18711000.0,29.23,28958.63
1509,Austria,1998.0,65.9,269828,7976789.0,8.26,33826.64
1510,Azerbaijan,1998.0,56.57,5896,7913000.0,7.15,745.10
1511,"Bahamas, The",1998.0,0.69,6362,289926.0,2.37,21943.53
1512,Bahrain,1998.0,20.76,11306,617537.0,33.62,18308.21
1513,Bangladesh,1998.0,135.4,41645,127478524.0,1.06,326.68
1514,Barbados,1998.0,3.05,3514,265370.0,11.51,13241.89
1515,Belarus,1998.0,75.16,19234,10069000.0,7.46,1910.22
1516,Belgium,1998.0,156.93,330578,10203008.0,15.38,32400.05
1517,Belize,1998.0,11.84,699,225083.0,52.61,3105.52
1518,Benin,1998.0,22.45,3227,6546493.0,3.43,492.94
1519,Bhutan,1998.0,-5.24,485,533737.0,-9.82,908.69
1520,Bolivia,1998.0,112.41,7967,8150214.0,13.79,977.52
1521,Bosnia & Herzegovina,1998.0,4.77,7404,3640821.0,1.31,2033.61
1522,Botswana,1998.0,29.97,7432,1692148.0,17.71,4392.05
1523,Brazil,1998.0,1764.39,735369,169472347.0,10.41,4339.17
1524,Brunei,1998.0,17.55,8116,317214.0,55.33,25585.25
1525,Bulgaria,1998.0,53.02,22701,8256786.0,6.42,2749.37
1526,Burkina Faso,1998.0,27.87,3669,10967836.0,2.54,334.52
1527,Burundi,1998.0,7.94,1022,6447672.0,1.23,158.51
1528,Cambodia,1998.0,48.73,3308,11685332.0,4.17,283.09
1529,Cameroon,1998.0,195.11,12755,15107909.0,12.91,844.26
1530,Canada,1998.0,741.44,930342,30247900.0,24.51,30757.24
1531,Cape Verde,1998.0,-0.2,579,425932.0,-0.46,1359.37
1532,Central African Republic,1998.0,64.89,1220,3498140.0,18.55,348.76
1533,Chad,1998.0,39.95,3099,7724316.0,5.17,401.20
1534,Chile,1998.0,60.87,97637,15072409.0,4.04,6477.86
1535,China,1998.0,4170.62,1214304,1241935000.0,3.36,977.75
1536,Colombia,1998.0,188.27,122622,38568056.0,4.88,3179.37
1537,Comoros,1998.0,0.47,300,502128.0,0.94,597.46
1538,"Congo, Dem. Rep.",1998.0,208.11,11138,44960941.0,4.63,247.73
1539,"Congo, Rep.",1998.0,16.29,4760,2961357.0,5.50,1607.37
1540,Cook Islands,1998.0,0.06,112,19940.0,2.86,5616.85
1541,Costa Rica,1998.0,16.47,14832,3804324.0,4.33,3898.72
1542,Cote d'Ivoire,1998.0,19.48,17465,15583654.0,1.25,1120.73
1543,Croatia,1998.0,13.33,35463,4571230.0,2.92,7757.87
1544,Cuba,1998.0,16.81,29676,11045453.0,1.52,2686.72
1545,Cyprus,1998.0,7.01,13164,893654.0,7.84,14730.53
1546,Czech Republic,1998.0,125.94,106034,10354365.0,12.16,10240.51
1547,Denmark,1998.0,74.34,231680,5295432.0,14.04,43750.92
1548,Djibouti,1998.0,1.1,597,689432.0,1.59,865.93
1549,Dominica,1998.0,0.12,334,70532.0,1.64,4735.44
1550,Dominican Republic,1998.0,24.31,25335,8275432.0,2.94,3061.47
1551,Ecuador,1998.0,123.1,34012,11984355.0,10.27,2838.03
1552,Egypt,1998.0,160.08,67444,63214352.0,2.53,1066.91
1553,El Salvador,1998.0,11.68,14402,5876345.0,1.99,2450.84
1554,Equatorial Guinea,1998.0,10.99,1544,483243.0,22.74,3195.08
1555,Eritrea,1998.0,7.2,999,3668350.0,1.96,272.33
1556,Estonia,1998.0,27.59,9069,1386156.0,19.91,6542.55
1557,Ethiopia,1998.0,103.11,8138,62353942.0,1.65,130.51
1558,European Union (15),1998.0,3652.39,11473244,375675535.0,9.72,30540.30
1559,European Union (28),1998.0,4544.4,12132793,481667296.0,9.43,25189.16
1560,Fiji,1998.0,1.44,2494,800616.0,1.80,3115.10
1561,Finland,1998.0,50.49,163059,5153498.0,9.80,31640.45
1562,France,1998.0,504.27,1889869,60185178.0,8.38,31400.90
1563,Gabon,1998.0,7.19,8899,1166525.0,6.16,7628.64
1564,"Gambia, The",1998.0,4.48,479,1159271.0,3.87,413.19
1565,Georgia,1998.0,8.66,4297,4487300.0,1.93,957.59
1566,Germany,1998.0,963.92,2644312,82047195.0,11.75,32229.16
1567,Ghana,1998.0,55.95,7753,17968830.0,3.11,431.47
1568,Greece,1998.0,109.02,191253,10834880.0,10.06,17651.60
1569,Grenada,1998.0,1.72,497,101302.0,17.02,4906.12
1570,Guatemala,1998.0,34.58,21787,10691090.0,3.23,2037.87
1571,Guinea,1998.0,24.41,2372,8457221.0,2.89,280.47
1572,Guinea-Bissau,1998.0,3.05,505,1218336.0,2.51,414.50
1573,Guyana,1998.0,7.86,784,737526.0,10.65,1063.01
1574,Haiti,1998.0,6.11,4122,8285690.0,0.74,497.48
1575,Honduras,1998.0,54.58,7426,5980152.0,9.13,1241.77
1576,Hungary,1998.0,77.87,84600,10266570.0,7.58,8240.34
1577,Iceland,1998.0,2.99,12536,274047.0,10.90,45743.98
1578,India,1998.0,1588.87,533197,1007746556.0,1.58,529.10
1579,Indonesia,1998.0,1355.47,214579,202990922.0,6.68,1057.09
1580,Iran,1998.0,406.52,136489,63713397.0,6.38,2142.23
1581,Iraq,1998.0,161.84,40854,22387179.0,7.23,1824.88
1582,Ireland,1998.0,63.9,137482,3712696.0,17.21,37030.23
1583,Israel,1998.0,65.02,112823,5971000.0,10.89,18895.16
1584,Italy,1998.0,489.81,1679296,56906744.0,8.61,29509.61
1585,Jamaica,1998.0,11.99,8763,2556780.0,4.69,3427.36
1586,Japan,1998.0,1184.19,4221399,126400000.0,9.37,33397.14
1587,Jordan,1998.0,20.52,8573,4564000.0,4.50,1878.40
1588,Kazakhstan,1998.0,173.93,30932,15071300.0,11.54,2052.38
1589,Kenya,1998.0,44.14,15228,29702246.0,1.49,512.69
1590,Kiribati,1998.0,0.05,89,80018.0,0.62,1112.25
1591,"Korea, Dem. Rep. (North)",1998.0,94.36,10237,22444993.0,4.20,456.09
1592,"Korea, Rep. (South)",1998.0,397.58,591450,46286503.0,8.59,12778.02
1593,Kuwait,1998.0,129.18,52950,1722208.0,75.01,30745.42
1594,Kyrgyzstan,1998.0,7.88,1869,4769000.0,1.65,391.91
1595,Laos,1998.0,30.17,1780,5200898.0,5.80,342.25
1596,Latvia,1998.0,2.64,9669,2410019.0,1.10,4012.00
1597,Lebanon,1998.0,18.92,17231,3114014.0,6.08,5533.37
1598,Lesotho,1998.0,1.78,1125,1821609.0,0.98,617.59
1599,Liberia,1998.0,16.15,312,2558085.0,6.31,121.97
1600,Libya,1998.0,102.0,27932,5009240.0,20.36,5576.10
1601,Lithuania,1998.0,25.98,17549,3549331.0,7.32,4944.31
1602,Luxembourg,1998.0,8.95,27039,424700.0,21.07,63666.12
1603,"Macedonia, FYR",1998.0,11.92,5077,2013117.0,5.92,2521.96
1604,Madagascar,1998.0,60.59,4107,14790245.0,4.10,277.68
1605,Malawi,1998.0,12.51,2394,10700180.0,1.17,223.73
1606,Malaysia,1998.0,-53.61,98553,22355057.0,-2.40,4408.53
1607,Maldives,1998.0,0.39,540,261973.0,1.49,2061.28
1608,Mali,1998.0,28.01,3542,9712365.0,2.88,364.69
1609,Malta,1998.0,2.69,5117,377516.0,7.14,13554.39
1610,Mauritania,1998.0,8.5,1404,2550307.0,3.33,550.52
1611,Mauritius,1998.0,3.08,4832,1160421.0,2.65,4164.01
1612,Mexico,1998.0,593.34,738815,100678867.0,5.89,7338.33
1613,Moldova,1998.0,11.89,2152,3652732.0,3.26,589.15
1614,Mongolia,1998.0,52.46,1768,2355618.0,22.27,750.55
1615,Montenegro,1998.0,3.76,2104,611947.0,6.14,3438.21
1616,Morocco,1998.0,39.41,45712,28013585.0,1.41,1631.78
1617,Mozambique,1998.0,57.36,3944,17350739.0,3.31,227.31
1618,Myanmar,1998.0,179.05,5799,47321204.0,3.78,122.55
1619,Namibia,1998.0,17.35,5335,1809719.0,9.59,2947.97
1620,Nauru,1998.0,0.12,24,10647.0,11.40,2254.16
1621,Nepal,1998.0,63.18,6206,22175431.0,2.85,279.86
1622,Netherlands,1998.0,222.54,580868,15707209.0,14.17,36980.98
1623,New Zealand,1998.0,51.9,87242,3815000.0,13.60,22868.15
1624,Nicaragua,1998.0,39.67,4858,4937320.0,8.03,983.93
1625,Niger,1998.0,22.42,2859,10215806.0,2.20,279.86
1626,Nigeria,1998.0,413.22,64121,116867371.0,3.54,548.66
1627,Niue,1998.0,0.06,9.91,2010.0,28.76,4930.35
1628,Norway,1998.0,38.25,258882,4431464.0,8.63,58419.07
1629,Oman,1998.0,55.78,28279,2171135.0,25.69,13024.98
1630,Pakistan,1998.0,231.61,79409,137139290.0,1.69,579.04
1631,Palau,1998.0,0.03,184,18524.0,1.81,9933.06
1632,Panama,1998.0,29.5,11733,2933100.0,10.06,4000.20
1633,Papua New Guinea,1998.0,98.98,4405,5104516.0,19.39,862.96
1634,Paraguay,1998.0,99.28,8247,5130723.0,19.35,1607.38
1635,Peru,1998.0,101.62,58333,25206817.0,4.03,2314.18
1636,Philippines,1998.0,123.46,76516,74393147.0,1.66,1028.54
1637,Poland,1998.0,360.71,241329,38663481.0,9.33,6241.78
1638,Portugal,1998.0,74.39,175264,10160196.0,7.32,17250.06
1639,Qatar,1998.0,25.71,26705,550367.0,46.71,48522.17
1640,Romania,1998.0,145.73,74012,22507344.0,6.47,3288.35
1641,Russian Federation,1998.0,2213.3,484772,147670780.0,14.99,3282.79
1642,Rwanda,1998.0,13.88,1548,7169658.0,1.94,215.91
1643,Saint Kitts & Nevis,1998.0,0.15,424,44391.0,3.34,9551.49
1644,Saint Lucia,1998.0,0.8,816,153066.0,5.23,5331.03
1645,Saint Vincent & Grenadines,1998.0,0.16,428,107923.0,1.45,3965.79
1646,Samoa,1998.0,-0.44,333,172979.0,-2.53,1925.09
1647,Sao Tome & Principe,1998.0,0.11,96,135650.0,0.79,707.70
1648,Saudi Arabia,1998.0,262.7,248473,19282965.0,13.62,12885.62
1649,Senegal,1998.0,25.23,6318,9387783.0,2.69,673.00
1650,Serbia,1998.0,39.87,20518,7567745.0,5.27,2711.24
1651,Seychelles,1998.0,0.5,899,78846.0,6.29,11401.97
1652,Sierra Leone,1998.0,9.44,1094,3961869.0,2.38,276.13
